;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
prob6_05_100000_c45_T4;20748512;0.05;47;0;0.08;47;131;0;1200.00;1;276.38;0;;0.05;0;0;18.75;0;644.38;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob6_05_100000_c45_T5;24235561;0.01;39;0;0.01;39;92;0;1200.00;1;349.47;0;;0.01;0;0;16.12;0;823.30;0
prob6_05_100000_c45_T6;19501212;0.01;39;0;0.01;39;5;0;1200.00;1;188.68;0;;0.01;1;0;10.45;0;427.93;0
prob6_05_100000_c45_T7;19520701;0.01;43;0;0.01;43;5;0;1200.00;1;169.23;0;;0.01;0;0;9.90;0;382.97;0
prob6_05_100000_c45_T8;24246801;0.02;43;0;0.03;43;107;0;1200.00;1;345.69;0;;0.02;0;0;13.24;0;801.90;0
prob6_05_100000_c50_T1;36195681;0.00;1;0;0.01;1;66;0;1200.00;1;28.77;0;;0.00;0;0;14.74;0;68.47;0
prob6_05_100000_c50_T2;23170257;0.01;11;0;0.02;11;136;0;1200.00;1;532.75;0;;0.01;0;0;44.00;0;1200.00;1
prob6_05_100000_c50_T3;27017190;0.02;43;0;0.03;43;116;0;1200.00;1;366.03;0;;0.02;0;0;13.97;0;852.31;0
prob6_05_100000_c50_T4;23217770;0.01;43;0;0.03;43;142;0;1200.00;1;341.35;0;;0.02;0;0;18.98;0;805.01;0
prob6_05_100000_c50_T5;27027970;0.01;39;0;0.01;39;94;0;1200.00;1;356.44;0;;0.01;0;0;15.14;0;850.80;0
prob6_05_100000_c50_T6;22000690;0.01;39;0;0.01;39;5;0;1200.00;1;214.77;0;;0.01;1;0;11.22;0;486.67;0
prob6_05_100000_c50_T7;22022675;0.01;41;0;0.01;41;5;0;1200.00;1;204.03;0;;0.01;0;0;11.33;0;461.23;0
prob6_05_100000_c50_T8;27038875;0.02;43;0;0.03;43;88;0;1200.00;1;359.63;0;;0.02;0;0;13.90;0;839.34;0
prob6_05_100000_c55_T1;38169768;0.00;1;0;0.01;1;71;0;1200.00;1;29.22;0;;0.00;0;0;14.71;0;69.09;0
prob6_05_100000_c55_T2;25427449;0.02;29;0;0.04;29;290;0;1200.00;1;673.68;0;;0.02;0;0;60.18;0;1200.00;1
prob6_05_100000_c55_T3;29791767;0.02;43;0;0.03;43;117;0;1200.00;1;383.86;0;;0.02;0;0;14.82;0;894.44;0
prob6_05_100000_c55_T4;25575605;0.03;31;0;0.06;29;116;0;1200.00;1;348.66;0;;0.04;0;0;22.16;0;820.04;0
prob6_05_100000_c55_T5;29804919;0.05;43;0;0.08;43;147;0;1200.00;1;395.66;0;;0.05;0;0;16.48;0;914.18;0
prob6_05_100000_c55_T6;24500167;0.01;39;0;0.01;39;5;0;1200.00;1;184.65;0;;0.01;1;0;11.71;0;414.92;0
prob6_05_100000_c55_T7;24524651;0.01;43;0;0.01;43;5;0;1200.00;1;188.29;0;;0.01;0;0;15.30;0;423.56;0
prob6_05_100000_c55_T8;29816051;0.02;43;0;0.03;43;104;0;1200.00;1;395.00;0;;0.02;0;0;14.59;0;910.05;0
prob6_05_200000_c45_T1;68061246;0.01;1;0;0.02;1;72;0;1200.00;1;158.50;0;;0.01;0;0;51.40;0;393.62;0
prob6_05_200000_c45_T2;41685687;0.03;33;0;0.04;33;177;0;1200.00;1;1200.00;1;;0.03;0;0;197.00;0;1200.00;1
prob6_05_200000_c45_T3;48486870;0.03;43;0;0.06;43;118;0;1200.00;1;1200.00;1;;0.03;0;0;34.39;0;1200.00;1
prob6_05_200000_c45_T4;41538770;0.05;43;0;0.07;43;61;0;1200.00;1;1200.00;1;;0.06;0;0;52.58;0;1200.00;1
prob6_05_200000_c45_T5;48473792;0.02;43;0;0.05;43;153;0;1200.00;1;1200.00;1;;0.03;0;0;39.82;0;1200.00;1
prob6_05_200000_c45_T6;39043470;0.02;39;0;0.01;39;5;0;1200.00;1;1030.64;0;;0.02;1;0;287.79;0;1200.00;1
prob6_05_200000_c45_T7;39082481;0.02;39;0;0.01;39;5;0;1200.00;1;1139.89;0;;0.02;1;0;39.63;0;1200.00;1
prob6_05_200000_c45_T8;48524881;0.03;43;0;0.06;43;102;0;1200.00;1;1200.00;1;;0.03;0;0;34.11;0;1200.00;1
prob6_05_200000_c50_T1;72387771;0.01;1;0;0.02;1;74;0;1200.00;1;157.26;0;;0.01;0;0;43.88;0;393.85;0
prob6_05_200000_c50_T2;46326647;0.02;21;0;0.06;21;236;0;1200.00;1;1200.00;1;;0.03;0;0;180.23;0;1200.00;1
prob6_05_200000_c50_T3;54073025;0.03;43;0;0.05;43;103;0;1200.00;1;1200.00;1;;0.03;0;0;35.75;0;1200.00;1
prob6_05_200000_c50_T4;46479725;0.03;43;0;0.06;43;118;0;1200.00;1;1200.00;1;;0.03;0;0;61.56;0;1200.00;1
prob6_05_200000_c50_T5;54059192;0.02;39;0;0.03;39;90;0;1200.00;1;1200.00;1;;0.03;0;0;39.13;0;1200.00;1
prob6_05_200000_c50_T6;44048425;0.02;39;0;0.01;39;5;0;1200.00;1;1067.41;0;;0.02;1;0;33.39;0;1200.00;1
prob6_05_200000_c50_T7;44092437;0.02;39;0;0.01;39;5;0;1200.00;1;1076.39;0;;0.02;1;0;44.26;0;1200.00;1
prob6_05_200000_c50_T8;54116337;0.03;43;0;0.05;43;92;0;1200.00;1;1200.00;1;;0.03;0;0;35.46;0;1200.00;1
prob6_05_200000_c55_T1;76340453;0.01;1;0;0.02;1;74;0;1200.00;1;160.72;0;;0.01;0;0;44.83;0;404.41;0
prob6_05_200000_c55_T2;50840679;0.03;29;0;0.07;29;291;0;1200.00;1;1200.00;1;;0.03;0;0;270.23;0;1200.00;1
prob6_05_200000_c55_T3;59629279;0.02;43;0;0.04;43;109;0;1200.00;1;1200.00;1;;0.02;0;0;37.56;0;1200.00;1
prob6_05_200000_c55_T4;51200879;0.06;31;0;0.11;29;112;0;1200.00;1;1200.00;1;;0.07;0;0;48.16;0;1200.00;1
prob6_05_200000_c55_T5;59614163;0.02;39;0;0.03;39;84;0;1200.00;1;1200.00;1;;0.03;0;0;43.41;0;1200.00;1
prob6_05_200000_c55_T6;49053379;0.02;39;0;0.01;39;5;0;1200.00;1;1013.13;0;;0.02;1;0;34.76;0;1200.00;1
prob6_05_200000_c55_T7;49102391;0.02;45;0;0.03;45;5;0;1200.00;1;1021.32;0;;0.03;0;0;48.23;0;1200.00;1
prob6_05_200000_c55_T8;59677791;0.03;43;0;0.05;43;93;0;1200.00;1;1200.00;1;;0.03;0;0;36.03;0;1200.00;1
prob6_10_005000_c45_T1;1698029;0.00;21;0;0.00;21;145;0;8.48;0;0.35;0;;0.00;0;0;0.38;0;0.68;0
prob6_10_005000_c45_T2;1041067;0.00;23;0;0.00;23;176;0;8.48;0;1.41;0;;0.00;0;0;1.06;0;2.87;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob6_10_005000_c45_T3;1211723;0.01;193;0;0.00;219;208;0;8.40;0;1.37;0;;0.00;1;0;0.75;0;2.82;0
prob6_10_005000_c45_T4;1037463;0.00;21;0;0.00;21;153;0;10.13;0;0.65;0;;0.00;0;0;0.66;0;1.32;0
prob6_10_005000_c45_T5;1219499;0.01;189;0;0.00;207;215;0;8.48;0;1200.00;1;;0.00;1;0;1.02;0;16.98;0
prob6_10_005000_c45_T6;990623;0.01;923;0;0.00;923;10;0;8.40;0;0.59;0;;0.01;1;0;0.51;0;1.17;0
prob6_10_005000_c45_T7;991624;0.01;941;0;0.01;941;10;0;8.50;0;0.56;0;;0.01;1;0;0.55;0;1.16;0
prob6_10_005000_c45_T8;1212624;0.01;217;0;0.00;231;184;0;8.51;0;1.06;0;;0.00;1;0;0.70;0;2.19;0
prob6_10_005000_c50_T1;1805976;0.00;21;0;0.00;21;150;0;9.44;0;0.39;0;;0.00;0;0;0.46;0;0.81;0
prob6_10_005000_c50_T2;1156210;0.00;21;0;0.00;21;155;0;9.44;0;1.78;0;;0.00;0;0;1.09;0;3.64;0
prob6_10_005000_c50_T3;1348033;0.00;27;0;0.00;29;146;0;9.37;0;1.17;0;;0.00;0;0;0.71;0;2.35;0
prob6_10_005000_c50_T4;1150019;0.01;465;0;0.13;471;520;0;11.26;0;1.33;0;;0.01;0;0;0.95;0;2.73;0
prob6_10_005000_c50_T5;1357039;0.01;21;0;0.01;21;133;0;9.43;0;1.31;0;;0.01;0;0;1.00;0;2.57;0
prob6_10_005000_c50_T6;1114133;0.01;923;0;0.00;923;10;0;9.35;0;0.54;0;;0.01;1;0;0.49;0;1.11;0
prob6_10_005000_c50_T7;1115260;0.01;925;0;0.00;925;10;0;9.47;0;0.60;0;;0.01;1;0;0.55;0;1.27;0
prob6_10_005000_c50_T8;1349160;0.00;27;0;0.00;29;140;0;9.47;0;1.31;0;;0.00;0;0;0.69;0;2.72;0
prob6_10_005000_c55_T1;1904850;0.00;21;0;0.00;21;156;0;10.39;0;0.23;0;;0.00;0;0;0.28;0;0.48;0
prob6_10_005000_c55_T2;1271494;0.00;15;0;0.00;15;87;0;10.39;0;1.03;0;;0.00;0;0;0.82;0;2.09;0
prob6_10_005000_c55_T3;1480220;0.01;251;0;0.00;263;186;0;10.31;0;1.61;0;;0.00;1;0;0.81;0;3.29;0
prob6_10_005000_c55_T4;1267218;0.00;31;0;0.00;21;160;0;12.40;0;1.35;0;;0.00;0;0;0.91;0;2.77;0
prob6_10_005000_c55_T5;1489754;0.01;223;0;0.00;223;186;0;10.40;0;2.10;0;;0.01;1;0;1.05;0;4.29;0
prob6_10_005000_c55_T6;1212920;0.01;923;0;0.00;923;10;0;10.30;0;0.59;0;;0.01;1;0;0.57;0;1.21;0
prob6_10_005000_c55_T7;1214146;0.01;923;0;0.00;923;10;0;10.43;0;0.49;0;;0.01;1;0;0.53;0;1.03;0
prob6_10_005000_c55_T8;1481446;0.01;251;0;0.00;267;178;0;10.43;0;1.42;0;;0.01;1;0;0.74;0;2.91;0
prob6_10_010000_c45_T1;3399224;0.00;1;0;0.00;1;92;0;34.46;0;0.92;0;;0.00;0;0;0.68;0;1.91;0
prob6_10_010000_c45_T2;2098233;0.00;37;0;0.00;37;213;0;34.44;0;4.32;0;;0.00;0;0;1.81;0;8.84;0
prob6_10_010000_c45_T3;2442212;0.01;211;0;0.01;229;221;0;34.15;0;4.33;0;;0.01;1;0;1.32;0;8.95;0
prob6_10_010000_c45_T4;2093617;0.00;21;0;0.00;21;166;0;41.10;0;1.02;0;;0.00;0;0;1.34;0;2.13;0
prob6_10_010000_c45_T5;2452397;0.04;621;0;0.01;637;243;0;34.50;0;1200.00;1;;0.01;1;0;1200.00;1;68.48;0
prob6_10_010000_c45_T6;2000712;0.02;923;0;0.01;923;10;0;34.07;0;1.32;0;;0.01;1;0;1.04;0;2.72;0
prob6_10_010000_c45_T7;2002699;0.02;949;0;0.01;949;10;0;34.50;0;1.25;0;;0.01;1;0;0.97;0;2.64;0
prob6_10_010000_c45_T8;2444199;0.01;219;0;0.01;231;188;0;34.39;0;3.31;0;;0.01;1;0;1.10;0;6.83;0
prob6_10_010000_c50_T1;3615436;0.00;1;0;0.00;1;92;0;38.32;0;1.05;0;;0.00;0;0;0.68;0;2.19;0
prob6_10_010000_c50_T2;2331531;0.00;25;0;0.00;25;185;0;38.36;0;2.32;0;;0.00;0;0;1.43;0;4.79;0
prob6_10_010000_c50_T3;2717692;0.00;21;0;0.00;23;145;0;37.89;0;2.38;0;;0.00;0;0;1.33;0;4.92;0
prob6_10_010000_c50_T4;2320378;0.02;671;0;0.20;679;725;0;45.71;0;3.79;0;;0.02;0;0;1.93;0;7.84;0
prob6_10_010000_c50_T5;2730152;0.00;55;0;0.01;65;201;0;38.32;0;10.97;0;;0.00;0;0;7.31;0;22.49;0
prob6_10_010000_c50_T6;2250192;0.02;923;0;0.01;923;10;0;37.89;0;1.49;0;;0.01;1;0;0.96;0;3.09;0
prob6_10_010000_c50_T7;2252429;0.02;929;0;0.01;929;10;0;38.39;0;1.20;0;;0.01;1;0;0.83;0;2.54;0
prob6_10_010000_c50_T8;2719929;0.00;21;0;0.00;23;136;0;38.26;0;2.00;0;;0.00;0;0;1.11;0;4.13;0
prob6_10_010000_c55_T1;3813668;0.00;21;0;0.00;21;185;0;42.18;0;0.88;0;;0.00;0;0;0.78;0;1.83;0
prob6_10_010000_c55_T2;2563342;0.00;21;0;0.00;21;125;0;42.17;0;7.17;0;;0.00;0;0;3.18;0;14.76;0
prob6_10_010000_c55_T3;2984127;0.01;251;0;0.01;259;190;0;41.80;0;4.55;0;;0.01;1;0;1.42;0;9.34;0
prob6_10_010000_c55_T4;2557163;0.00;33;0;0.01;27;194;0;50.29;0;2.28;0;;0.00;0;0;1.25;0;4.69;0
prob6_10_010000_c55_T5;2996891;0.04;709;0;0.01;711;225;0;42.18;0;1200.00;1;;0.01;1;0;3.82;0;83.89;0
prob6_10_010000_c55_T6;2449927;0.02;923;0;0.01;923;10;0;41.72;0;1.36;0;;0.01;1;0;1.04;0;2.86;0
prob6_10_010000_c55_T7;2452365;0.02;933;0;0.01;933;10;0;42.13;0;1.21;0;;0.01;1;0;0.91;0;2.50;0
prob6_10_010000_c55_T8;2986565;0.01;263;0;0.01;263;168;0;42.19;0;3.40;0;;0.01;1;0;1.16;0;7.03;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob6_10_020000_c45_T1;6806688;0.00;1;0;0.00;1;101;0;137.02;0;2.93;0;;0.00;0;0;1.74;0;6.22;0
prob6_10_020000_c45_T2;4184438;0.00;23;0;0.00;23;186;0;136.93;0;10.74;0;;0.00;0;0;4.19;0;22.39;0
prob6_10_020000_c45_T3;4900991;0.06;725;0;0.02;725;236;0;137.07;0;12.67;0;;0.02;1;0;2.32;0;26.79;0
prob6_10_020000_c45_T4;4207153;0.01;43;0;0.01;43;228;0;165.29;0;6.83;0;;0.01;0;0;4.67;0;14.12;0
prob6_10_020000_c45_T5;4889733;0.09;835;0;0.03;835;351;0;137.03;0;18.46;0;;0.03;1;0;3.43;0;38.94;0
prob6_10_020000_c45_T6;4023291;0.03;923;0;0.01;923;10;0;137.27;0;4.22;0;;0.02;1;0;1.62;0;8.88;0
prob6_10_020000_c45_T7;4027282;0.03;945;0;0.02;945;10;0;138.26;0;3.96;0;;0.02;1;0;1.53;0;8.23;0
prob6_10_020000_c45_T8;4904882;0.05;729;0;0.02;737;199;0;138.35;0;10.26;0;;0.02;1;0;1.87;0;21.74;0
prob6_10_020000_c50_T1;7237558;0.00;1;0;0.00;1;101;0;152.39;0;2.83;0;;0.00;0;0;1.57;0;5.99;0
prob6_10_020000_c50_T2;4648404;0.00;25;0;0.01;25;237;0;152.25;0;8.54;0;;0.00;0;0;3.32;0;18.08;0
prob6_10_020000_c50_T3;5455828;0.01;73;0;0.01;75;203;0;152.49;0;13.85;0;;0.01;1;0;2.60;0;29.19;0
prob6_10_020000_c50_T4;4665206;0.05;931;0;0.37;931;854;0;183.50;0;11.21;0;;0.06;0;0;2.89;0;23.38;0
prob6_10_020000_c50_T5;5443200;0.01;49;0;0.01;57;229;0;152.91;0;14.87;0;;0.01;0;0;3.86;0;30.66;0
prob6_10_020000_c50_T6;4525528;0.03;923;0;0.01;923;10;0;152.37;0;3.97;0;;0.02;1;0;1.75;0;8.20;0
prob6_10_020000_c50_T7;4530018;0.04;931;0;0.02;931;10;0;153.87;0;3.46;0;;0.02;1;0;1.82;0;7.16;0
prob6_10_020000_c50_T8;5460318;0.01;73;0;0.01;75;171;0;153.72;0;10.95;0;;0.01;0;0;2.15;0;22.96;0
prob6_10_020000_c55_T1;7631357;0.00;21;0;0.01;21;215;0;167.67;0;3.06;0;;0.00;0;0;1.74;0;6.43;0
prob6_10_020000_c55_T2;5112447;0.00;15;0;0.00;15;116;0;167.68;0;9.80;0;;0.00;0;0;5.41;0;20.48;0
prob6_10_020000_c55_T3;5989179;0.06;813;0;0.02;813;224;0;167.91;0;12.85;0;;0.02;1;0;2.48;0;26.81;0
prob6_10_020000_c55_T4;5140843;0.01;87;0;0.05;83;264;0;202.35;0;11.70;0;;0.01;0;0;2.10;0;24.29;0
prob6_10_020000_c55_T5;5976217;0.09;875;0;0.03;875;303;0;167.61;0;1200.00;1;;0.03;1;0;1200.00;1;333.85;0
prob6_10_020000_c55_T6;4926879;0.03;923;0;0.01;923;10;0;167.85;0;3.80;0;;0.02;1;0;1.88;0;7.86;0
prob6_10_020000_c55_T7;4931770;0.04;929;0;0.02;929;10;0;169.21;0;3.75;0;;0.02;1;0;1.65;0;7.85;0
prob6_10_020000_c55_T8;5994070;0.05;813;0;0.02;813;189;0;169.19;0;10.94;0;;0.02;1;0;2.16;0;23.29;0
prob6_10_100000_c45_T1;34035549;0.01;1;0;0.01;1;120;0;1200.00;1;51.76;0;;0.01;0;0;13.92;0;122.81;0
prob6_10_100000_c45_T2;20849644;0.07;189;0;0.13;189;673;0;1200.00;1;421.27;0;;0.08;0;0;37.24;0;1009.52;0
prob6_10_100000_c45_T3;24373926;0.22;933;0;0.10;933;221;0;1200.00;1;277.99;0;;0.10;1;0;15.32;0;642.64;0
prob6_10_100000_c45_T4;20935386;0.02;35;0;0.03;21;188;0;1200.00;1;107.54;0;;0.03;0;0;7.61;0;242.13;0
prob6_10_100000_c45_T5;24391475;0.30;933;0;0.12;933;382;0;1200.00;1;297.58;0;;0.13;1;0;19.79;0;682.17;0
prob6_10_100000_c45_T6;20004426;0.16;923;0;0.07;923;10;0;1200.00;1;155.49;0;;0.08;1;0;22.65;0;351.24;0
prob6_10_100000_c45_T7;20024417;0.17;943;0;0.08;943;10;0;1200.00;1;163.57;0;;0.09;1;0;20.39;0;368.66;0
prob6_10_100000_c45_T8;24393717;0.20;933;0;0.09;933;170;0;1200.00;1;259.00;0;;0.10;1;0;13.44;0;597.34;0
prob6_10_100000_c50_T1;36195684;0.01;1;0;0.01;1;129;0;1200.00;1;52.59;0;;0.01;0;0;16.56;0;124.96;0
prob6_10_100000_c50_T2;23170259;0.02;61;0;0.07;61;440;0;1200.00;1;466.70;0;;0.03;0;0;32.34;0;1106.12;0
prob6_10_100000_c50_T3;27136604;0.15;563;0;0.08;589;225;0;1200.00;1;307.49;0;;0.08;1;0;21.07;0;712.21;0
prob6_10_100000_c50_T4;23218906;0.16;931;0;1.18;931;507;0;1200.00;1;252.36;0;;0.17;0;0;14.40;0;594.66;0
prob6_10_100000_c50_T5;27156129;0.11;317;0;0.04;327;186;0;1200.00;1;311.44;0;;0.05;1;0;44.48;0;721.68;0
prob6_10_100000_c50_T6;22503904;0.16;923;0;0.07;923;10;0;1200.00;1;233.05;0;;0.07;1;0;43.52;0;532.57;0
prob6_10_100000_c50_T7;22526391;0.17;933;0;0.08;933;10;0;1200.00;1;237.79;0;;0.09;1;0;10.28;0;538.33;0
prob6_10_100000_c50_T8;27158991;0.13;583;0;0.07;597;194;0;1200.00;1;293.21;0;;0.08;1;0;22.53;0;679.24;0
prob6_10_100000_c55_T1;38169772;0.01;1;0;0.01;1;125;0;1200.00;1;51.68;0;;0.01;0;0;14.19;0;122.56;0
prob6_10_100000_c55_T2;25489074;0.01;15;0;0.01;15;125;0;1200.00;1;385.65;0;;0.01;0;0;38.82;0;907.24;0
prob6_10_100000_c55_T3;29800095;0.23;931;0;0.10;931;206;0;1200.00;1;272.29;0;;0.11;1;0;17.54;0;633.05;0
prob6_10_100000_c55_T4;25579583;0.06;301;0;0.53;295;238;0;1200.00;1;273.51;0;;0.07;0;0;12.98;0;645.87;0
prob6_10_100000_c55_T5;29817497;0.32;931;0;0.16;931;325;0;1200.00;1;318.55;0;;0.17;1;0;21.07;0;730.11;0
prob6_10_100000_c55_T6;24504095;0.17;923;0;0.07;923;10;0;1200.00;1;145.86;0;;0.08;1;0;19.17;0;322.04;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob6_10_100000_c55_T7;24528580;0.18;937;0;0.09;937;10;0;1200.00;1;124.88;0;;0.10;1;0;11.89;0;270.79;0
prob6_10_100000_c55_T8;29824380;0.20;931;0;0.10;931;171;0;1200.00;1;263.93;0;;0.11;1;0;16.88;0;610.20;0
prob6_10_200000_c45_T1;68061252;0.02;1;0;0.03;1;133;0;1200.00;1;165.78;0;;0.02;0;0;41.71;0;400.37;0
prob6_10_200000_c45_T2;41699198;0.26;349;0;0.39;349;860;0;1200.00;1;1200.00;1;;0.28;0;0;137.21;0;1200.00;1
prob6_10_200000_c45_T3;48794232;0.39;933;0;0.19;933;216;0;1200.00;1;1023.48;0;;0.21;1;0;45.48;0;1200.00;1
prob6_10_200000_c45_T4;41910744;0.08;47;0;0.14;31;201;0;1200.00;1;282.09;0;;0.09;0;0;54.79;0;637.57;0
prob6_10_200000_c45_T5;48762308;0.49;931;0;0.19;931;282;0;1200.00;1;1200.00;1;;0.21;1;0;51.82;0;1200.00;1
prob6_10_200000_c45_T6;40056632;0.33;923;0;0.15;923;10;0;1200.00;1;503.57;0;;0.17;1;0;68.87;0;1108.80;0
prob6_10_200000_c45_T7;40096654;0.33;939;0;0.16;939;10;0;1200.00;1;550.81;0;;0.17;1;0;37.41;0;1200.00;1
prob6_10_200000_c45_T8;48833854;0.37;933;0;0.18;933;184;0;1200.00;1;1061.70;0;;0.20;1;0;44.84;0;1200.00;1
prob6_10_200000_c50_T1;72387776;0.02;1;0;0.03;1;142;0;1200.00;1;159.07;0;;0.02;0;0;50.00;0;387.99;0
prob6_10_200000_c50_T2;46340582;0.07;91;0;0.20;91;563;0;1200.00;1;1200.00;1;;0.08;0;0;108.97;0;1200.00;1
prob6_10_200000_c50_T3;54326387;0.27;571;0;0.15;581;225;0;1200.00;1;1200.00;1;;0.16;1;0;80.15;0;1200.00;1
prob6_10_200000_c50_T4;46484184;0.30;937;0;2.40;937;509;0;1200.00;1;1012.56;0;;0.32;0;0;57.53;0;1200.00;1
prob6_10_200000_c50_T5;54293461;0.49;923;0;0.16;923;171;0;1200.00;1;1200.00;1;;0.18;1;0;78.71;0;1200.00;1
prob6_10_200000_c50_T6;45061587;0.34;923;0;0.15;923;10;0;1200.00;1;663.88;0;;0.17;1;0;80.21;0;1200.00;1
prob6_10_200000_c50_T7;45106610;0.34;939;0;0.16;939;10;0;1200.00;1;705.69;0;;0.17;1;0;125.85;0;1200.00;1
prob6_10_200000_c50_T8;54371310;0.25;575;0;0.14;585;173;0;1200.00;1;1196.91;0;;0.16;1;0;80.59;0;1200.00;1
prob6_10_200000_c55_T1;76340458;0.01;1;0;0.02;1;135;0;1200.00;1;175.19;0;;0.01;0;0;42.53;0;427.43;0
prob6_10_200000_c55_T2;50982456;0.01;15;0;0.03;15;136;0;1200.00;1;1200.00;1;;0.01;0;0;115.45;0;1200.00;1
prob6_10_200000_c55_T3;59656147;0.40;931;0;0.18;931;191;0;1200.00;1;1200.00;1;;0.20;1;0;61.76;0;1200.00;1
prob6_10_200000_c55_T4;51210917;0.15;395;0;1.38;407;245;0;1200.00;1;1200.00;1;;0.15;0;0;56.70;0;1200.00;1
prob6_10_200000_c55_T5;59621035;0.53;931;0;0.29;931;283;0;1200.00;1;1200.00;1;;0.32;1;0;68.50;0;1200.00;1
prob6_10_200000_c55_T6;49066147;0.35;923;0;0.16;923;10;0;1200.00;1;694.87;0;;0.18;1;0;33.57;0;1200.00;1
prob6_10_200000_c55_T7;49115167;0.35;941;0;0.18;941;10;0;1200.00;1;786.63;0;;0.20;1;0;36.21;0;1200.00;1
prob6_10_200000_c55_T8;59704667;0.38;931;0;0.20;931;164;0;1200.00;1;1137.47;0;;0.22;1;0;62.83;0;1200.00;1
prob7_005_020000_01;419705;0.01;7;0;0.04;5;14;0;14.53;0;25.31;0;;0.01;0;0;6.45;0;29.50;0
prob7_005_020000_02;432869;0.00;5;0;0.01;3;6;0;14.94;0;28.11;0;;0.00;0;0;2.35;0;29.90;0
prob7_005_020000_03;434631;0.00;5;0;0.00;3;7;0;14.84;0;28.13;0;;0.00;0;0;2.61;0;30.21;0
prob7_005_020000_04;391958;0.00;7;0;0.06;1;2;0;14.09;0;33.23;0;;0.00;0;0;2.47;0;28.35;0
prob7_005_020000_05;385505;0.00;7;0;0.01;1;2;0;13.99;0;33.57;0;;0.00;0;0;2.51;0;28.41;0
prob7_005_020000_06;431174;0.00;5;0;0.01;3;6;0;14.90;0;27.84;0;;0.00;0;0;2.39;0;30.19;0
prob7_005_020000_07;423984;0.01;7;0;0.02;1;2;0;14.43;0;24.76;0;;0.01;0;0;2.36;0;29.12;0
prob7_005_020000_08;397527;0.00;7;0;0.02;1;2;0;14.20;0;26.89;0;;0.00;0;0;2.40;0;28.52;0
prob7_005_020000_09;386706;0.00;7;0;0.01;1;2;0;13.96;0;33.90;0;;0.00;0;0;2.49;0;28.19;0
prob7_005_020000_10;421926;0.00;7;0;0.01;5;13;0;14.58;0;25.46;0;;0.00;0;0;6.46;0;29.51;0
prob7_005_050000_01;971246;0.01;7;0;0.01;5;11;0;87.79;0;211.86;0;;0.01;0;0;14.62;0;179.36;0
prob7_005_050000_02;1005145;0.00;7;0;0.05;1;2;0;89.23;0;240.87;0;;0.00;0;0;12.81;0;181.43;0
prob7_005_050000_03;998014;0.03;5;0;0.04;3;7;0;90.27;0;201.06;0;;0.03;0;0;10.45;0;183.48;0
prob7_005_050000_04;1087340;0.01;7;0;0.02;1;2;0;91.60;0;267.08;0;;0.01;0;0;10.76;0;187.57;0
prob7_005_050000_05;1001602;0.01;7;0;0.04;1;2;0;88.91;0;240.02;0;;0.01;0;0;11.16;0;184.12;0
prob7_005_050000_06;973009;0.00;7;0;0.01;1;2;0;88.59;0;252.29;0;;0.00;0;0;17.51;0;178.51;0
prob7_005_050000_07;1090982;0.01;7;0;0.04;5;13;0;91.66;0;225.25;0;;0.01;0;0;45.40;0;186.74;0
prob7_005_050000_08;1057582;0.01;5;0;0.01;3;6;0;91.97;0;176.68;0;;0.01;0;0;10.96;0;188.68;0
prob7_005_050000_09;1055007;0.02;7;0;0.10;5;13;0;92.94;0;171.22;0;;0.02;0;0;41.99;0;190.66;0
prob7_005_050000_10;1121358;0.01;7;0;0.03;5;13;0;93.91;0;209.53;0;;0.01;0;0;37.77;0;195.16;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob7_005_100000_01;1951694;0.01;7;0;0.07;5;13;0;363.20;0;1047.84;0;;0.01;0;0;210.58;0;735.99;0
prob7_005_100000_02;2069231;0.02;7;0;0.14;5;13;0;367.62;0;938.98;0;;0.02;0;0;228.25;0;761.75;0
prob7_005_100000_03;2209462;0.00;7;0;0.03;5;13;0;376.01;0;1056.13;0;;0.00;0;0;146.11;0;775.07;0
prob7_005_100000_04;1977496;0.01;7;0;0.14;5;13;0;354.10;0;1063.49;0;;0.01;0;0;202.99;0;733.47;0
prob7_005_100000_05;1974066;0.01;7;0;0.10;1;2;0;356.00;0;1200.00;1;;0.01;0;0;40.97;0;733.48;0
